name,coil_type,x,y,z,ex_x,ex_y,ex_z,ey_x,ey_y,ey_z,ez_x,ez_y,ez_z
MLC11-606,5001,-0.014323,0.048909,0.083084,0.728954,0.665674,-0.159696,-0.680884,0.680884,-0.269802,-0.070866,0.305408,0.949581
MLC12-606,5001,-0.040601,0.042758,0.079940,0.708622,0.705572,-0.004790,-0.644792,0.644792,-0.410470,-0.286528,0.293956,0.911862
MLC13-606,5001,-0.073375,0.034411,0.064147,0.561962,0.806275,0.184715,-0.516439,0.516439,-0.683068,-0.646135,0.288465,0.706610
MLC14-606,5001,-0.090027,0.012140,0.050707,0.289690,0.900312,0.324835,-0.425104,0.425104,-0.799107,-0.857535,0.093405,0.505875
MLC15-606,5001,-0.098328,-0.010274,0.030432,0.013822,0.964761,0.262763,-0.257367,0.257367,-0.931410,-0.966215,-0.054752,0.251855
MLC21-606,5001,-0.027556,0.020578,0.089149,0.713508,0.699800,-0.034442,-0.680665,0.680665,-0.270906,-0.166137,0.216737,0.961989
MLC22-606,5001,-0.055319,0.020081,0.080971,0.655910,0.744349,0.125403,-0.632790,0.632790,-0.446268,-0.411533,0.213358,0.886070
MLC23-606,5001,-0.073206,0.000517,0.073274,0.495265,0.807767,0.319725,-0.581697,0.581697,-0.568556,-0.645245,0.095603,0.757971
MLC24-606,5001,-0.087053,-0.018549,0.057109,0.227250,0.876284,0.424834,-0.480349,0.480349,-0.733846,-0.847126,-0.037302,0.530081
MLC31-606,5001,-0.044035,-0.004914,0.090291,0.676633,0.728163,0.109299,-0.670812,0.670812,-0.316264,-0.303611,0.140676,0.942354
MLC32-606,5001,-0.062550,-0.025444,0.082237,0.521289,0.756356,0.395201,-0.651803,0.651803,-0.387694,-0.550828,-0.055493,0.832772
MLC33-606,5001,-0.047154,-0.050511,0.086130,0.598858,0.639045,0.482691,-0.705885,0.705885,-0.058770,-0.378281,-0.305530,0.873816
MLC41-606,5001,-0.014313,-0.003184,0.095809,0.712567,0.699474,-0.054632,-0.697168,0.697168,-0.167077,-0.078778,0.157141,0.984429
MLC42-606,5001,-0.029421,-0.029321,0.094953,0.682652,0.709901,0.173283,-0.702775,0.702775,-0.110515,-0.200234,-0.046336,0.978652
MLC43-606,5001,-0.014429,-0.056301,0.092331,0.710556,0.626474,0.320375,-0.695237,0.695237,0.182462,-0.108429,-0.352386,0.929552
MLF11-606,5001,-0.031508,0.120067,-0.017582,0.011661,-0.037725,0.999220,0.955395,0.295331,0.000000,-0.295101,0.954650,0.039486
MLF12-606,5001,-0.058710,0.106298,-0.023361,0.028819,-0.039229,0.998815,0.805900,0.592051,0.000000,-0.591349,0.804945,0.048677
MLF21-606,5001,-0.015126,0.121044,0.010698,0.028849,-0.170200,0.984987,0.985937,0.167115,-0.000000,-0.164606,0.971136,0.172627
MLF22-606,5001,-0.046050,0.110818,0.008105,0.075339,-0.143170,0.986826,0.884954,0.465679,0.000000,-0.459545,0.873296,0.161782
MLF23-606,5001,-0.071448,0.092577,-0.000471,0.653149,0.757212,0.005099,-0.048882,0.048882,-0.997608,-0.755650,0.651337,0.068942
MLF31-606,5001,-0.032269,0.107560,0.035421,0.882115,0.433682,-0.183831,-0.354650,0.354650,-0.865128,-0.309995,0.828338,0.466647
MLF32-606,5001,-0.061468,0.093424,0.030154,0.751575,0.659104,-0.026780,-0.267996,0.267996,-0.925395,-0.602755,0.702680,0.378057
MLF33-606,5001,-0.081174,0.072412,0.018828,0.446328,0.892010,0.071482,-0.156415,0.156415,-0.975227,-0.881093,0.424091,0.209336
MLF34-606,5001,-0.092545,0.048544,0.009927,0.363299,0.931232,0.028655,-0.050327,0.050327,-0.997464,-0.930312,0.360936,0.065150
MLF41-606,5001,-0.014336,0.095188,0.057546,0.822617,0.461102,-0.332695,-0.560705,0.560705,-0.609278,-0.094395,0.687747,0.719788
MLF42-606,5001,-0.046064,0.085854,0.054833,0.780887,0.615876,-0.104459,-0.471648,0.471648,-0.745048,-0.409589,0.631067,0.658780
MLF43-606,5001,-0.073502,0.066873,0.045243,0.547547,0.828097,0.120196,-0.366419,0.366419,-0.855262,-0.752283,0.424254,0.504063
MLF44-606,5001,-0.088155,0.042438,0.038958,0.432012,0.888804,0.152949,-0.302621,0.302621,-0.903793,-0.849580,0.344164,0.399706
MLF45-606,5001,-0.099700,0.019934,0.021664,0.142753,0.974410,0.173628,-0.200228,0.200228,-0.959071,-0.969294,0.102145,0.223688
MLF51-606,5001,-0.029080,0.070584,0.072174,0.757825,0.629770,-0.170562,-0.624551,0.624551,-0.468904,-0.188777,0.461872,0.866624
MLF52-606,5001,-0.057213,0.059096,0.065923,0.665936,0.742456,0.072720,-0.567299,0.567299,-0.596945,-0.484460,0.356273,0.798980
MLO11-606,5001,-0.014579,-0.120515,0.009576,0.958382,-0.066309,0.277682,-0.253044,0.253044,0.933776,-0.132184,-0.965180,0.225734
MLO12-606,5001,-0.049711,-0.108916,0.011668,0.809457,-0.256524,0.528181,-0.405781,0.405781,0.818952,-0.424407,-0.877232,0.224370
MLO21-606,5001,-0.033745,-0.119879,-0.015197,0.947630,-0.301709,0.104731,-0.083246,0.083246,0.993046,-0.308330,-0.949759,0.053770
MLO22-606,5001,-0.063545,-0.103479,-0.014767,0.770540,-0.569550,0.286147,-0.204412,0.204412,0.957304,-0.603725,-0.796134,0.041085
MLO31-606,5001,-0.014547,-0.125460,-0.043946,0.992248,-0.116563,0.043104,-0.038815,0.038815,0.998492,-0.118060,-0.992425,0.033990
MLO32-606,5001,-0.047892,-0.115062,-0.041666,0.892422,-0.444131,0.079567,-0.059321,0.059321,0.996475,-0.447286,-0.893996,0.026593
MLO33-606,5001,-0.075684,-0.095584,-0.041835,-0.229186,0.248412,0.941151,-0.665556,0.665556,-0.337744,-0.710288,-0.703795,0.012796
MLO41-606,5001,-0.032572,-0.122181,-0.069424,0.960593,-0.275112,0.039690,-0.032086,0.032086,0.998970,-0.276102,-0.960877,0.021995
MLO42-606,5001,-0.062229,-0.107652,-0.070052,0.801034,-0.573468,0.171694,-0.123009,0.123009,0.984752,-0.585844,-0.809940,0.027993
MLO43-606,5001,-0.084444,-0.083231,-0.070377,-0.563043,0.811016,0.158855,-0.114095,0.114095,-0.986896,-0.818514,-0.573790,0.028293
MLP11-606,5001,-0.030594,-0.075186,0.078347,0.717860,0.437855,0.541257,-0.664071,0.664071,0.343540,-0.209012,-0.606047,0.767477
MLP12-606,5001,-0.061450,-0.070554,0.067487,0.459771,0.471086,0.752787,-0.707067,0.707067,-0.010628,-0.537278,-0.527384,0.658178
MLP13-606,5001,-0.077217,-0.045504,0.065098,0.280552,0.745469,0.604621,-0.621218,0.621218,-0.477679,-0.731696,-0.241587,0.637382
MLP21-606,5001,-0.014445,-0.097723,0.058354,0.835874,0.241523,0.492931,-0.538083,0.538083,0.648794,-0.108539,-0.807548,0.579729
MLP22-606,5001,-0.042293,-0.090882,0.057869,0.719606,0.188863,0.668205,-0.616523,0.616523,0.489693,-0.319479,-0.764350,0.560092
MLP31-606,5001,-0.030865,-0.107955,0.035115,0.846355,-0.008026,0.532559,-0.467588,0.467588,0.750149,-0.255039,-0.883910,0.391992
MLP32-606,5001,-0.062374,-0.092211,0.037356,0.537619,0.045681,0.841950,-0.653527,0.653527,0.381845,-0.532793,-0.755524,0.381202
MLP33-606,5001,-0.081127,-0.068351,0.042688,0.010832,0.601494,0.798804,-0.626622,0.626622,-0.463345,-0.779248,-0.495530,0.383697
MLP34-606,5001,-0.093583,-0.040425,0.037142,-0.054400,0.916107,0.397225,-0.354234,0.354234,-0.865469,-0.933573,-0.187792,0.305246
MLT11-606,5001,-0.086028,0.069026,-0.012285,0.389936,0.920441,0.027174,-0.051089,0.051089,-0.997386,-0.919423,0.387529,0.066946
MLT12-606,5001,-0.100116,0.028233,-0.007272,0.218301,0.975644,0.021514,-0.028385,0.028385,-0.999194,-0.975469,0.217514,0.033890
MLT13-606,5001,-0.107074,-0.002177,0.001477,-0.043390,0.996868,0.066119,-0.063305,0.063305,-0.995984,-0.997051,-0.047402,0.060360
MLT14-606,5001,-0.103195,-0.031971,0.007985,-0.127076,0.989851,0.063609,-0.056766,0.056766,-0.996772,-0.990267,-0.130276,0.048977
MLT15-606,5001,-0.093473,-0.061826,0.013108,-0.362604,0.909178,0.204728,-0.156961,0.156961,-0.975052,-0.918630,-0.385693,0.085791
MLT16-606,5001,-0.076536,-0.088203,0.012276,-0.151314,0.347344,0.925449,-0.660770,0.660770,-0.356042,-0.735178,-0.665383,0.129531
MLT21-606,5001,-0.078545,0.085099,-0.036714,0.532288,0.846504,0.009988,-0.031754,0.031754,-0.998991,-0.845968,0.531434,0.043782
MLT22-606,5001,-0.097202,0.049296,-0.030091,0.330196,0.943685,0.020724,-0.033742,0.033742,-0.998861,-0.943309,0.329121,0.042983
MLT23-606,5001,-0.109608,0.008670,-0.027357,0.015858,0.998524,0.051943,-0.052713,0.052713,-0.997218,-0.998484,0.013076,0.053471
MLT24-606,5001,-0.110483,-0.021821,-0.021287,-0.089815,0.994777,0.048498,-0.044627,0.044627,-0.998006,-0.994958,-0.091800,0.040385
MLT25-606,5001,-0.106832,-0.053178,-0.016136,-0.277065,0.958481,0.067448,-0.054428,0.054428,-0.997033,-0.959308,-0.279914,0.037088
MLT26-606,5001,-0.084868,-0.079047,-0.015189,-0.532950,0.827536,0.176487,-0.127594,0.127594,-0.983585,-0.836471,-0.546721,0.037587
MLT31-606,5001,-0.089958,0.063191,-0.056011,0.383596,0.923380,0.014916,-0.027612,0.027612,-0.999237,-0.923088,0.382892,0.036088
MLT32-606,5001,-0.101867,0.027638,-0.050488,0.193105,0.980947,0.021282,-0.026993,0.026993,-0.999271,-0.980807,0.192389,0.031691
MLT33-606,5001,-0.111481,-0.007075,-0.050441,-0.055374,0.997812,0.036128,-0.034263,0.034263,-0.998825,-0.997878,-0.056547,0.032291
MLT34-606,5001,-0.111079,-0.039430,-0.045815,-0.166044,0.985424,0.036988,-0.032089,0.032089,-0.998970,-0.985596,-0.167060,0.026293
MLT35-606,5001,-0.098093,-0.070086,-0.042911,-0.428947,0.901013,0.064653,-0.048498,0.048498,-0.997645,-0.902027,-0.431072,0.022894
MLT41-606,5001,-0.099426,0.042882,-0.076463,0.315201,0.948888,0.016097,-0.025387,0.025387,-0.999355,-0.948685,0.314589,0.032091
MLT42-606,5001,-0.111482,0.010406,-0.076485,0.031362,0.998567,0.043361,-0.044741,0.044741,-0.997996,-0.998506,0.029359,0.046080
MLT43-606,5001,-0.112422,-0.022736,-0.074725,-0.076938,0.996648,0.027794,-0.025871,0.025871,-0.999330,-0.996700,-0.077605,0.023794
MLT44-606,5001,-0.108073,-0.056083,-0.071817,-0.287555,0.956905,0.040564,-0.032561,0.032561,-0.998939,-0.957211,-0.288571,0.021795
MRC11-606,5001,0.014682,0.048575,0.082890,-0.729737,0.660819,-0.175506,-0.681330,-0.681330,0.267544,0.057221,0.314814,0.947427
MRC12-606,5001,0.040925,0.042458,0.079901,-0.712472,0.701485,-0.017397,-0.645653,-0.645653,0.407755,0.274802,0.301746,0.912926
MRC13-606,5001,0.073555,0.034182,0.064101,-0.568281,0.802818,0.180388,-0.520547,-0.520547,0.676803,0.637250,0.290714,0.713721
MRC14-606,5001,0.089556,0.011853,0.050762,-0.291672,0.900442,0.322695,-0.424134,-0.424134,0.800138,0.857343,0.096512,0.505616
MRC15-606,5001,0.097972,-0.010831,0.030825,-0.025831,0.967427,0.251828,-0.250152,-0.250152,0.935333,0.967862,-0.038834,0.248466
MRC21-606,5001,0.027331,0.020157,0.089367,-0.714220,0.699033,-0.035256,-0.676422,-0.676422,0.291388,0.179842,0.231963,0.955955
MRC22-606,5001,0.055121,0.019588,0.080528,-0.658844,0.743012,0.117718,-0.631041,-0.631041,0.451193,0.409527,0.222981,0.884628
MRC23-606,5001,0.073016,0.000199,0.073053,-0.500352,0.806855,0.314058,-0.581980,-0.581980,0.567978,0.641051,0.101413,0.760768
MRC24-606,5001,0.086971,-0.018806,0.057254,-0.234253,0.876277,0.421029,-0.480830,-0.480830,0.733215,0.844943,-0.030686,0.533976
MRC31-606,5001,0.044083,-0.004870,0.090137,-0.676983,0.727686,0.110305,-0.672477,-0.672477,0.309111,0.299113,0.135085,0.944607
MRC32-606,5001,0.062387,-0.025962,0.082456,-0.521312,0.761837,0.384496,-0.646667,-0.646667,0.404529,0.556826,-0.037756,0.829770
MRC33-606,5001,0.047105,-0.050736,0.086031,-0.600513,0.643687,0.474396,-0.705647,-0.705647,0.064220,0.376094,-0.296192,0.877966
MRC41-606,5001,0.014224,-0.003157,0.095721,-0.711953,0.700730,-0.045828,-0.696738,-0.696738,0.170620,0.087629,0.153404,0.984271
MRC42-606,5001,0.029356,-0.029372,0.095017,-0.682059,0.709996,0.175216,-0.702655,-0.702655,0.112032,0.202659,-0.046704,0.978135
MRC43-606,5001,0.014375,-0.055939,0.092312,-0.712427,0.620820,0.327155,-0.693641,-0.693641,-0.194227,0.106348,-0.365300,0.924795
MRF11-606,5001,0.031295,0.119838,-0.017083,-0.005277,-0.015945,0.999859,0.949362,-0.314185,0.000000,0.314140,0.949228,0.016796
MRF12-606,5001,0.059471,0.106357,-0.023353,-0.030079,-0.041770,0.998674,0.811490,-0.584366,0.000000,0.583591,0.810415,0.051474
MRF21-606,5001,0.014965,0.120821,0.010894,-0.028796,-0.158697,0.986907,0.983933,-0.178536,0.000000,0.176199,0.971051,0.161289
MRF22-606,5001,0.046292,0.110206,0.008045,-0.074906,-0.145619,0.986501,0.889248,-0.457425,0.000000,0.451251,0.877244,0.163755
MRF23-606,5001,0.071211,0.091936,0.000076,-0.652438,0.757832,0.003919,-0.037136,-0.037136,0.998620,0.756931,0.651392,0.052372
MRF31-606,5001,0.032477,0.107175,0.035638,-0.885238,0.427227,-0.183932,-0.349200,-0.349200,0.869551,0.307266,0.833988,0.458313
MRF32-606,5001,0.061104,0.092617,0.030671,-0.751261,0.659548,-0.024566,-0.250490,-0.250490,0.935152,0.610624,0.708697,0.353394
MRF33-606,5001,0.081210,0.071003,0.019267,-0.477837,0.876444,0.059312,-0.145609,-0.145609,0.978568,0.866297,0.458959,0.197195
MRF34-606,5001,0.092886,0.047228,0.009246,-0.403750,0.913940,0.041230,-0.080290,-0.080290,0.993533,0.911339,0.397829,0.105798
MRF41-606,5001,0.014500,0.095034,0.057578,-0.823580,0.458858,-0.333414,-0.559313,-0.559313,0.611832,0.094262,0.690376,0.717284
MRF42-606,5001,0.046135,0.085503,0.054527,-0.782403,0.613320,-0.108089,-0.474205,-0.474205,0.741794,0.403701,0.631639,0.661859
MRF43-606,5001,0.073015,0.066295,0.045421,-0.547976,0.828301,0.116788,-0.358947,-0.358947,0.861577,0.755566,0.430202,0.494010
MRF44-606,5001,0.087909,0.042293,0.038909,-0.430313,0.889269,0.155018,-0.304778,-0.304778,0.902342,0.849671,0.341044,0.402180
MRF45-606,5001,0.099093,0.018961,0.022812,-0.158174,0.977289,0.141021,-0.167276,-0.167276,0.971616,0.973139,0.130095,0.189935
MRF51-606,5001,0.028977,0.070435,0.072073,-0.757366,0.631441,-0.166368,-0.623430,-0.623430,0.471878,0.194244,0.461104,0.865825
MRF52-606,5001,0.056717,0.058547,0.066019,-0.665059,0.743343,0.071679,-0.559649,-0.559649,0.611217,0.494459,0.366380,0.788211
MRO11-606,5001,0.014865,-0.120307,0.009613,-0.957321,-0.071920,0.279934,-0.253850,-0.253850,-0.933338,0.138187,-0.964566,0.224760
MRO12-606,5001,0.049526,-0.108720,0.011989,-0.796167,-0.268123,0.542428,-0.413457,-0.413457,-0.811238,0.441782,-0.870152,0.218324
MRO21-606,5001,0.033612,-0.119850,-0.015080,-0.937397,-0.326553,0.121033,-0.094891,-0.094891,-0.990955,0.335085,-0.940403,0.057964
MRO22-606,5001,0.063510,-0.103910,-0.015029,-0.680113,-0.500591,0.535589,-0.381807,-0.381807,-0.841693,0.625836,-0.776937,0.068543
MRO31-606,5001,0.014742,-0.125103,-0.043821,-0.989020,-0.141663,0.042079,-0.037164,-0.037164,-0.998618,0.143031,-0.989217,0.031491
MRO32-606,5001,0.047848,-0.114667,-0.041267,-0.881919,-0.466048,0.070838,-0.052407,-0.052407,-0.997250,0.468479,-0.883206,0.021795
MRO33-606,5001,0.073981,-0.094596,-0.041802,0.559448,0.634024,0.533884,-0.378039,-0.378039,0.845088,0.737635,-0.674611,0.028193
MRO41-606,5001,0.032275,-0.121977,-0.069288,-0.945453,-0.322225,0.047856,-0.037698,-0.037698,-0.998578,0.323570,-0.945912,0.023494
MRO42-606,5001,0.062817,-0.108083,-0.069750,-0.781295,-0.580887,0.228358,-0.163120,-0.163120,-0.973028,0.602470,-0.797472,0.032691
MRO43-606,5001,0.084197,-0.083077,-0.070770,0.517538,0.797735,0.309472,-0.223255,-0.223255,0.948849,0.826021,-0.560157,0.062555
MRP11-606,5001,0.030292,-0.075111,0.078419,-0.713530,0.434910,0.549297,-0.665590,-0.665590,-0.337607,0.218778,-0.606500,0.764391
MRP12-606,5001,0.060934,-0.069857,0.066840,-0.466729,0.469603,0.749425,-0.707104,-0.707104,0.002712,0.531195,-0.528655,0.662084
MRP13-606,5001,0.077116,-0.045416,0.065178,-0.284455,0.742401,0.606570,-0.623784,-0.623784,0.470942,0.727996,-0.244407,0.640536
MRP21-606,5001,0.014682,-0.097520,0.058357,-0.838087,0.244289,0.487783,-0.535909,-0.535909,-0.652383,0.102037,-0.808161,0.580055
MRP22-606,5001,0.042445,-0.090945,0.056956,-0.715220,0.232735,0.659011,-0.627948,-0.627948,-0.459743,0.306826,-0.742642,0.595266
MRP31-606,5001,0.031058,-0.107704,0.034895,-0.841996,0.002768,0.539477,-0.475652,-0.475652,-0.739939,0.254556,-0.879629,0.401813
MRP32-606,5001,0.062206,-0.092419,0.036878,-0.511716,0.096575,0.853709,-0.668681,-0.668681,-0.325166,0.539456,-0.737251,0.406752
MRP33-606,5001,0.080804,-0.068567,0.042681,-0.016000,0.618936,0.785278,-0.621428,-0.621428,0.477132,0.783308,-0.480360,0.394567
MRP34-606,5001,0.093626,-0.040200,0.037848,0.057987,0.912102,0.405841,-0.360057,-0.360057,0.860650,0.931126,-0.196032,0.307530
MRT11-606,5001,0.085561,0.067503,-0.011649,-0.416525,0.908964,0.017103,-0.034689,-0.034689,0.998796,0.908462,0.415430,0.045980
MRT12-606,5001,0.100127,0.026934,-0.006759,-0.258168,0.965929,0.018162,-0.025644,-0.025644,0.999342,0.965760,0.257532,0.031391
MRT13-606,5001,0.101827,-0.002630,0.001174,0.018081,0.996481,0.081841,-0.080147,-0.080147,0.993556,0.996619,-0.024524,0.078416
MRT14-606,5001,0.103088,-0.032781,0.008131,0.094323,0.992470,0.078149,-0.071538,-0.071538,0.994869,0.992968,-0.099430,0.064252
MRT15-606,5001,0.092142,-0.062413,0.013139,0.317626,0.923533,0.214944,-0.168209,-0.168209,0.971294,0.933177,-0.344663,0.101919
MRT16-606,5001,0.076110,-0.088804,0.012007,0.197293,0.454749,0.868492,-0.624553,-0.624553,0.468899,0.755651,-0.634930,0.160795
MRT21-606,5001,0.078177,0.084312,-0.036018,-0.534911,0.844894,0.005010,-0.016158,-0.016158,0.999739,0.844754,0.534690,0.022294
MRT22-606,5001,0.094286,0.046966,-0.029698,-0.361791,0.932132,0.015390,-0.026964,-0.026964,0.999273,0.931869,0.361113,0.034889
MRT23-606,5001,0.108889,0.007464,-0.027353,-0.074933,0.994822,0.068667,-0.074234,-0.074234,0.994474,0.994422,0.069422,0.079413
MRT24-606,5001,0.111303,-0.022562,-0.020957,0.058289,0.996510,0.059744,-0.056460,-0.056460,0.996807,0.996702,-0.061476,0.052972
MRT25-606,5001,0.106354,-0.053615,-0.015657,0.243840,0.967477,0.067307,-0.055395,-0.055395,0.996927,0.968232,-0.246819,0.040086
MRT26-606,5001,0.084681,-0.079252,-0.014384,0.527825,0.842430,0.108222,-0.078492,-0.078492,0.993820,0.845718,-0.533058,0.024694
MRT31-606,5001,0.089091,0.062395,-0.055441,-0.380845,0.924587,0.009831,-0.018074,-0.018074,0.999673,0.924462,0.380543,0.023594
MRT32-606,5001,0.108829,0.028646,-0.049875,-0.194608,0.980640,0.021747,-0.027646,-0.027646,0.999235,0.980491,0.193858,0.032491
MRT33-606,5001,0.113018,-0.007776,-0.050164,0.030879,0.998256,0.050311,-0.048770,-0.048770,0.997619,0.998333,-0.033259,0.047179
MRT34-606,5001,0.110632,-0.039914,-0.045242,0.138862,0.989889,0.028926,-0.025610,-0.025610,0.999344,0.989981,-0.139512,0.021795
MRT35-606,5001,0.096346,-0.070322,-0.042136,0.379963,0.924788,0.019872,-0.015227,-0.015227,0.999768,0.924876,-0.380178,0.008296
MRT41-606,5001,0.097931,0.041083,-0.075988,-0.342296,0.939522,0.011510,-0.019265,-0.019265,0.999629,0.939395,0.341947,0.024694
MRT42-606,5001,0.110119,0.009375,-0.075807,-0.064434,0.997523,0.028222,-0.030219,-0.030219,0.999086,0.997464,0.063522,0.032091
MRT43-606,5001,0.111354,-0.023427,-0.074378,0.045698,0.998319,0.035649,-0.034107,-0.034107,0.998836,0.998373,-0.046860,0.032491
MRT44-606,5001,0.107178,-0.055523,-0.071359,0.306016,0.950704,0.050165,-0.039854,-0.039854,0.998410,0.951192,-0.307529,0.025693
MZC01-606,5001,-0.000062,0.023051,0.090654,-0.717685,0.676713,-0.164279,-0.696361,-0.696361,0.173676,0.003131,0.239042,0.971004
MZC02-606,5001,-0.000030,-0.029744,0.098425,0.707372,0.706297,0.027722,-0.706841,0.706841,0.027417,-0.000230,-0.038989,0.999240
MZF01-606,5001,-0.000178,0.124916,-0.015391,-0.000408,-0.025990,0.999662,0.999877,-0.015697,0.000000,0.015692,0.999539,0.025993
MZF02-606,5001,0.000137,0.112065,0.037592,0.000324,-0.461776,0.886997,1.000000,0.000702,0.000000,-0.000622,0.886996,0.461776
MZF03-606,5001,-0.000081,0.073128,0.073333,-0.752757,0.579007,-0.313222,-0.658277,-0.658277,0.365160,0.005243,0.481064,0.876670
MZO01-606,5001,0.000029,-0.125034,-0.014613,-0.998403,-0.009537,0.055689,-0.055083,-0.055083,-0.996961,0.012575,-0.998436,0.054469
MZO02-606,5001,0.000351,-0.126749,-0.067270,-0.999733,-0.005495,0.022451,-0.022323,-0.022323,-0.999502,0.005994,-0.999736,0.022195
MZP01-606,5001,-0.000225,-0.079496,0.079535,-0.795373,0.455576,0.399791,-0.606073,-0.606073,-0.515122,0.007625,-0.652017,0.758166
MZP02-606,5001,0.000429,-0.111700,0.037570,0.921610,0.150056,0.357936,-0.387887,0.387887,0.836114,-0.013375,-0.909410,0.415685
